Respondent ID,Time_in_Minutes,Q1_LA_Cnty,Q2_Follow_Sports,Q3_Three_Words_1,Q3_Three_Words_2,Q3_Three_Words_3,Q4_2024_2028,Q5_Withdrawn_Bids,Q6_Over_Budget,Q7_Overruns,Q8_Rising_Rent,Q9_Displacement,Q10_NSSE,Q11_Rank_1,Q11_Rank_2,Q11_Rank_3,Q11_Rank_4,Q11_Rank_5,Q12_Institutions_City_Council,Q12_Institutions_Trump,Q12_Institutions_USOC,Q12_Institutions_IOC,Q12_Institutions_LA2028,Q13_Impact_LA,Q14_Impact_Your_Life,Q15_Impact_Change,Q16_Supportive,Age,Gender,HH_Income,Bad_Response_Flag
10224617077,7.88,2,1,Skating,Gymnastique,,1,3,1,3,3,4,1,1,2,3,4,5,0,3,3,0,0,,,,,,,,0
10224620437,2.02,1,2,Stupid ,Non inclusive ,Borinf,1,3,1,3,1,1,1,1,2,3,4,5,1,1,2,2,2,,,,,,,,0
10224620641,6.28,2,1,Ultimate,Competition,USA,3,2,1,2,4,3,1,5,1,3,4,2,2,1,3,3,2,Depends on how our Legislators have prepared for it - there is no reference about that.,3,2,3,5,2,5,0
10224626936,5.77,2,2,Performance,Endurance,Talent,3,1,1,2,4,1,3,,2,5,4,1,3,4,3,3,3,Will bring a lot of business ,3,3,4,2,1,4,0
10224628688,6.32,2,1,athletes,elite,ambassador,3,3,3,2,5,5,4,5,1,3,2,4,3,1,3,3,5,I think it will strain public resources before and after the games.  ,2,1,1,3,2,5,0
10224628776,9.28,2,1,sportsmanship,competitiveness,accomplishment,2,2,1,2,2,2,1,5,1,2,4,3,5,1,5,5,5,Create greater future tourism.,3,3,4,5,1,5,0
10224630167,1,2,1,Track,Javalin,Baaketball,1,1,1,2,3,2,2,,,,,,,,,,,,,,,,,,0
10224633521,2.07,2,1,Awesome,Hard,Thrilling,1,2,1,3,3,3,4,5,3,2,4,1,0,3,2,4,3,I don’t know ,1,3,3,2,2,11,0
10224634957,5.22,1,3,Summer ,Swimming ,Ceremony ,2,3,3,1,4,4,3,1,2,3,4,5,,,,,,,,,,,,,0
10224635121,6.93,1,4,Huber,Best,Peaceful ,2,2,4,2,5,5,3,5,1,4,3,2,3,1,2,2,2,Unfavorable ,2,2,2,5,2,4,0
10224635756,3.9,2,1,sports,winter,summer,1,2,1,2,1,1,5,5,1,3,2,4,3,1,1,1,3,Unnecessary expense; worse traffic ,3,3,1,5,2,11,0
10224636512,3.2,1,5,Dedication ,Organization ,Expensive ,1,2,3,2,5,2,1,,,,,,,,,,,,,,,,,,0
10224637428,6.32,2,1,Great,Enjoy,Love,1,2,3,1,2,2,1,5,4,2,3,1,5,1,4,4,5,"Traffic will increase, local businesses will do well, should increase public transportation.",3,5,5,5,2,2,0
10224638879,3.43,2,1,Busy,Fun,Competition,1,1,4,2,4,4,4,5,3,1,4,2,3,1,1,3,3,,,,,,,,0
10224640862,5.18,1,1,Antiquated ,Weird,Competitive ,1,2,2,2,4,4,3,5,3,1,4,2,1,1,1,1,1,Overall it’s an unnecessary strain on the city financially for no benefit,2,1,1,3,2,3,0
10224644290,16.77,1,2,Pride,Originality,Fun,2,2,2,1,3,3,3,1,,3,,2,0,1,3,3,3,More diversity ,2,3,2,2,2,3,0
10224646331,3.75,2,4,Fun,Competition ,Excited ,4,2,3,2,5,4,3,1,3,2,4,5,3,1,3,3,3,It could be good,4,3,3,3,2,3,0
10224648192,5.87,1,4,Sports,Best,Athletic ,3,2,4,2,1,1,1,1,2,3,4,5,3,5,3,3,3,Great for economy ,3,4,5,3,2,1,0
10224653652,2.52,1,4,Unity,Pride,Competitive,1,2,1,3,1,1,,,,,,,,,,,,,,,,,,,0
10224654168,3.6,2,3,Competition,Excellence,World,2,1,2,3,2,4,4,5,1,4,2,3,3,1,3,3,3,,,,,,,,0
10224655024,4.5,2,1,Controversy,Peace,Fun,1,2,4,2,4,5,1,5,3,2,1,4,3,1,4,5,3,Not much,3,3,4,3,2,6,0
10224657627,2.7,2,2,boring,processed ,traffic,1,2,5,2,5,5,,,,,,,,,,,,,,,,,,,0
10224661936,3.67,1,3,Diversity,Competition,World,3,2,2,2,4,5,1,5,1,3,2,4,,,,,,,,,,,,,0
10224662546,6.05,2,1,money,money,money,1,1,3,2,3,4,5,5,1,2,3,4,,1,3,2,3,Unknown,3,3,3,5,1,5,0
10224663925,3.78,1,4,Sports,Food,Excitement ,4,1,3,1,3,4,4,1,2,4,3,5,4,4,4,4,4,,2,2,2,2,2,1,0
10224668321,7.5,2,1,exciting,fun,decent,1,2,5,2,5,5,3,4,3,2,1,5,3,3,3,3,3,na,3,3,3,5,2,11,0
10224669658,5.98,1,2,coloseum,sports,summer,1,2,2,2,3,2,4,5,2,3,1,4,4,1,3,3,4,"increased sales revenue, increased  safety risk",,3,4,4,2,4,0
10224670112,10.07,2,1,sports,summer,winter,1,2,3,2,4,4,1,5,2,1,3,4,1,4,3,3,1,we are already over taxed and things are already unaffordable.  we should not bring the Olympics here. Our government can't even run our state let alone organizing and paying for such a huge event,5,4,1,3,2,3,0
10224672724,3.58,1,4,Atheliticism,Sportsmanship,Pride,4,2,4,2,5,4,1,5,1,2,4,3,4,2,5,5,4,I think it will increase economic development in poorer areas of Los s Angeles and lead to gentrification in some areas as well,3,4,4,2,1,11,0
10224675080,6.03,1,4,Michael Phelps,World,Athlete ,2,2,2,2,5,5,2,5,1,4,2,3,4,1,3,3,2,May bring in tourism money but will probably make things worse for locals ,2,1,2,3,2,6,0
10224675129,2.8,2,2,Track,Basketball,Swimming,1,2,4,2,1,4,2,3,2,1,4,5,3,0,0,0,0,,3,2,3,2,1,5,0
10224681973,0.12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224688638,5,2,1,Expensive ,Hard ,Sacrifice ,3,1,5,2,5,1,3,4,5,1,2,3,1,5,1,1,1,It will be an expensive nightmare   It will cost the residents of the state way too much money for not enough return financially   LA has horrible mass transit and is not suitable for the Olympics the last ones were an expensive mess   The traffic is too congested to support the Olympics ,1,1,1,4,2,5,0
10224690209,5.68,1,1,Snowboarding,Skiing,Swimming ,1,2,1,2,4,4,4,1,2,3,4,5,5,3,5,1,2,Idk,4,3,3,2,1,11,0
10224691114,3.63,1,4,Rings,Worldwide,Colors,3,2,4,2,5,5,4,5,4,2,1,3,2,1,3,3,3,I think it will make living here that much harder on everyone. ,1,2,1,2,2,4,0
10224696060,6.08,2,5,figurer skateing,racing,skiing,1,2,4,1,4,3,3,5,1,4,3,2,5,1,4,3,0,a big mess,3,2,3,5,2,3,0
10224701125,4.37,1,1,Gold,Medal,Champion,1,2,5,2,5,5,5,5,1,2,3,4,1,1,1,1,1,,1,1,1,2,2,2,0
10224702236,14.05,2,2,Athletes ,Money,Profession ,3,2,1,2,2,2,3,3,1,2,4,5,4,1,3,3,4,I think LA made money on the last games. They used a lot of existing structures and didn’t go out on a limb. LA is a rich city and can afford the games. As long as the Trump administration stays out of it. ,4,4,5,5,2,3,0
10224707648,8.07,2,3,Going for the Gold ,Love USA,transparency,,2,5,3,5,5,5,1,5,3,4,2,0,3,3,3,3,budget correctly better impact ,3,5,3,4,2,4,0
10224712505,0.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224716603,8.42,2,1,Competion,Summer,Winter,3,2,2,3,3,3,2,5,3,1,2,4,3,3,3,3,3,Not sure,3,3,3,4,2,11,0
10224717279,3.1,2,1,sports,big event,fun,1,2,1,2,1,1,1,,,,,,3,3,3,3,3,attract a lot of people,3,3,3,5,2,4,0
10224719256,3.87,1,3,Running,Sports,Usain bolt,1,2,2,2,4,4,3,5,4,2,3,1,1,1,1,2,2,"Residential areas, traffic",2,1,2,2,1,4,0
10224721035,11.78,2,1,Sports,Athlete,Competition,1,2,4,2,3,3,1,4,2,1,3,5,3,1,3,3,3,N/a,3,2,2,2,2,4,0
10224725349,9.57,2,1,Rome,Queen,Illicit drugs,1,2,2,3,1,2,3,5,3,1,4,2,3,1,3,2,4,No idea,3,2,2,5,1,3,0
10224729374,0.98,1,4,Rings,competition,sportmanship,3,2,,,,,,,,,,,,,,,,,,,,,,,0
10224729829,7.88,2,2,special,gymnastics,never give up!,1,2,3,2,3,5,5,5,2,3,1,4,,0,0,0,0,Past impact statements and reports would be helpful but I believe the aftermath would be costly even if it goes well with incident. ,2,2,2,4,2,11,0
10224732542,4.3,2,5,Pride,Strong,Passionate,4,1,2,1,2,2,2,1,2,3,4,5,2,2,2,3,2,The city will be in debt,1,1,1,3,1,5,0
10224733963,5.33,2,1,waterpolo,Los Angeles,crowd ,1,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,0
10224738048,2.43,2,1,Money,Poverty,Displacement ,1,2,1,2,4,5,5,,,,,,,,,,,,,,,,,,0
10224748421,5.43,1,3,Competitive,Global,Fun,2,1,2,2,5,2,4,4,2,3,5,1,4,1,3,3,3,It'll increase tourism a lot more. But it would also increase cost of living. ,2,3,4,2,1,6,0
10224749768,4.62,2,1,Competition ,Best of the best,Patriotic ,2,2,1,2,2,4,1,5,1,3,4,2,3,1,3,3,3,Don’t know ,3,2,2,4,2,5,0
10224750396,5.83,2,3,Olympians,Television,Excitement,2,2,3,2,4,3,3,5,1,3,2,4,3,1,3,4,3,Traffic congestion,3,2,2,5,2,6,0
10224752411,3.33,2,1,Gold,Bronze,Silver,1,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,0
10224754053,25.63,2,3,wrestling,colliseum ,LA,3,3,3,2,5,5,5,5,2,3,1,4,4,2,4,4,4,some crime but isn't there always I just don't think it will be as high,3,4,4,5,1,3,0
10224757009,3.13,1,1,Sports,Travel,Food,1,2,1,1,4,3,1,,,,,,,,,,,,,,,,,,0
10224758092,6.85,2,2,Figure skating,Volleyball ,Soccer,1,2,3,2,2,2,1,5,1,2,3,4,3,3,4,4,3,Just the taxes problems,2,2,1,2,2,4,0
10224759125,0.17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224765574,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224769114,2.98,2,1,too,many,people,1,2,1,2,4,5,4,,,,,,,,,,,,,,,,,,0
10224776740,6.17,2,1,Global,Union,Fairness,1,2,1,2,1,1,1,5,3,1,4,2,3,2,3,4,3,"Increase traffic before, hopefully have more infrastructure to manage traffic issues after",2,2,2,3,1,10,0
10224777060,9.17,2,2,Our Good Neighbor Russia,Russian hospitality,Russian tolerance,2,2,4,2,5,5,1,5,3,2,1,4,1,4,1,1,2,It will cause chaos before and after,3,1,1,5,2,2,0
10224779836,8.5,2,1,World cooperation,Nationalism,Ideals,1,2,1,2,4,1,1,2,1,3,5,4,3,2,2,2,2,,2,3,1,5,1,11,0
10224782348,2.43,2,1,sportsmanship,world,unity,4,1,2,1,1,3,5,1,2,3,4,5,3,1,3,2,3,Good,3,3,5,2,1,3,0
10224782807,6.67,1,1,shot put,,,2,2,1,3,1,1,2,2,3,5,4,1,3,2,5,5,0,a lot depending on how it goes,3,3,5,4,1,2,0
10224787974,5.4,2,1,Exciting ,Speed,Medals,1,2,1,2,5,5,5,5,1,3,2,4,3,1,3,3,3,,,,,,,,0
10224788644,7.7,2,3,Snowboarding,Kayak,Sprint,1,2,5,2,4,4,1,5,1,2,3,4,3,3,2,2,3,Loss of homes cost increase tax rates through the roof,3,3,2,2,1,1,0
10224792415,8.75,2,1,World's best,Worldwide,Every four years,1,1,4,1,3,4,1,3,2,1,4,5,3,3,3,3,3,More congestion for locals,3,3,3,5,1,11,0
10224793298,5.22,2,1,Figure skating ,Gymnastics ,Bobsled ,1,2,1,2,3,1,3,1,2,3,4,5,3,1,3,4,3,Crowds,3,3,3,2,2,4,0
10224803964,5.52,2,1,Speed,Excitement ,Medals,1,2,4,2,5,5,5,5,1,3,2,4,3,1,3,3,3,More poverty and homelessness ,3,2,3,5,2,3,0
10224808671,8.92,1,1,Judges,Gymnastics,Swimming,1,2,4,2,5,5,2,5,2,3,1,4,0,1,0,0,0,Displacement is a huge concern! Putting people out of there homes for the olympics is appalling! We already have a huge homeless problem! Why would you add to it?,3,2,1,3,2,4,0
10224813363,117.17,2,5,Gold,USA,South Korea,4,1,2,1,2,3,2,4,2,1,5,3,4,4,4,4,4,Nothing significantly bad as LA already has so much infrastructure to accommodate mostly everything without needing to build just for the Olympics.,3,4,5,3,1,4,0
10224820166,7.98,2,3,Gymnastics,Volleyball,BB,2,2,2,2,2,1,1,4,3,1,2,5,3,2,4,2,4,"Prices on most things will go up, and stay there",2,3,4,5,1,6,0
10224821081,42.45,2,2,Gold,Silver,Bronze,1,2,2,2,1,4,2,5,2,3,4,1,3,1,3,3,3,Bring more congestion,3,2,4,2,1,7,0
10224821874,22.5,2,3,Outstanding,Proud,USA,4,3,3,2,3,3,1,3,1,4,2,5,3,1,3,3,3,"I feel the amount of revenue LA will make before, during and after the Olympics will be so much greater of a boost then any out of pocket cost the tax payers will have to pay.",3,3,3,4,2,2,0
10224824168,4.72,2,1,Athletes,Hard work,Professionals,1,2,3,2,3,2,2,1,2,3,5,4,3,3,3,3,3,Im not sure,3,2,2,3,1,5,0
10224824233,2.6,1,4,Sports,Countries,Medals,3,2,3,2,,,,,,,,,,,,,,,,,,,,,0
10224832086,0.13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224837997,2.33,1,2,,,,3,3,3,3,3,3,3,4,5,2,1,3,2,2,2,2,2,,2,1,4,3,1,2,0
10224839708,4.33,2,4,Gold,team work,athletes,1,2,2,2,2,4,5,5,2,3,1,4,3,1,3,3,4,Could be dollars to LA but at what expense to locals?,3,2,3,4,2,7,0
10224840470,4.95,2,1,international,involvement,team,1,1,5,2,3,3,5,5,4,2,1,3,3,3,3,3,3,??,3,3,3,5,2,11,0
10224842682,8.23,1,1,Time,Money ,Work ,1,2,3,3,2,4,2,1,2,3,4,5,3,3,0,3,3,Not sure,3,3,3,2,1,11,0
10224843072,0.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224845395,5.12,2,1,sports,competition,winners,1,2,5,2,5,5,1,5,1,4,3,2,0,1,0,0,0,"Traffic gridlock, unnecessary expenditures for the taxpayers!",3,5,1,5,2,7,0
10224859459,7.4,1,3,Boring,Boeing,Boring,2,1,5,3,3,3,1,5,2,1,4,3,1,3,1,1,2,Don't see any positive impact,2,2,1,5,1,10,0
10224876543,8.17,1,1,international,races,sports,1,2,1,3,4,4,4,5,1,3,2,4,3,1,3,3,5,"Increased congestion, but some businesses will profit from it.",2,3,3,5,2,11,0
10224878249,3.25,1,4,skill,travel,win,5,1,4,2,1,1,1,4,5,2,3,1,1,1,1,1,1,$,1,1,1,5,2,5,0
10224881689,6.35,2,1,athleticism,competition,excitement,1,2,1,3,1,1,1,5,1,2,4,3,3,2,3,3,3,new construction creating jobs,3,3,3,5,2,10,0
10224891904,0.13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224897823,6.87,1,1,International ,Pride,Best ,3,1,5,2,5,5,1,5,4,1,3,2,1,5,1,1,3,"Huge and ongoing traffic problems, increased public costs and support required which were never properly vetted, politicians glad-handing one another by grabbing available network coverage, to say the least.",1,1,1,5,1,8,0
10224900215,12.72,1,5,Track,Gymnastics ,Swimming ,3,1,1,1,3,2,1,5,1,2,3,4,3,3,4,3,4,Strong monetary impact!,3,3,5,3,1,3,0
10224911967,3.6,2,1,Scandal,World,Thorpe,1,1,3,2,4,4,5,5,1,2,4,3,2,1,1,1,3,"Financial mess, traffic disaster.",2,2,2,5,2,3,0
10224937890,1.58,1,2,Vv,Gggg,Sss,2,2,4,2,4,4,4,1,2,3,4,5,1,3,3,1,3,Hhh,2,2,3,2,2,4,1
10224952931,3.33,2,1,Ceremony,Grandeur,Athlete,1,2,2,2,5,5,1,5,1,3,2,4,3,1,3,2,3,"Displace too many people, cause raises in rents afterward.  Not worth it.",2,1,1,4,2,4,0
10224956624,4.47,2,1,televised,professional,skill,1,2,2,2,3,4,3,5,2,3,1,4,3,1,2,2,2,probably bring in a lot of money for local businesses,3,2,3,5,2,2,0
10224968585,11.02,2,2,Summer,Winter,Snow,1,2,5,2,3,5,1,5,1,2,3,4,3,0,3,2,3,Increased crime and congestion ,3,1,2,5,1,5,0
10224978267,10.68,2,1,Boring,Repertitious,Not relevant to my interests,1,2,3,2,3,5,4,,,,,,4,5,3,3,3,,,,,,,,0
10224991008,13.35,2,1,Skating,Swimming,Track,1,2,1,2,5,5,5,5,1,3,2,4,3,1,3,3,3,"Influx of bodies for preparation and cleanup will put a burden on resources. Water, gas, electric, housing, freeways etc",3,3,1,5,2,3,0
10224991857,2.48,1,3,Running,Sprinting ,Icying ,3,2,3,2,3,3,3,1,3,2,4,5,3,4,4,3,4,A lot more people will attend ,3,3,3,2,1,1,0
10224996760,5.13,2,2,USA,Summer,Gold,1,2,1,2,4,4,1,5,3,2,4,1,0,1,0,0,0,Finances,2,3,2,2,1,6,0
10224999711,7.75,1,3,Exciting,Gold,Pariotism,2,2,1,2,2,2,1,3,1,2,4,5,2,2,5,5,5,"I think LA tourism will increase and restaurants, stores, vendors, and hotels/airbb suppliers will benefit. I thing traffic will be worse and security will need to be heightened.",4,3,5,5,2,8,0
10225023837,0.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10225024801,7.12,2,4,Winter,Summer,Gold medals,3,2,2,3,1,2,2,2,1,3,5,4,0,1,4,0,3,Increase tourism.,3,3,3,4,2,11,0
10225024890,1.73,1,2,sports,athelete,medal,3,1,4,1,4,4,5,,,,,,,,,,,,,,,,,,0
10225026606,2.87,1,3,Competitive,costly,none,3,1,3,3,3,3,3,1,2,3,4,5,3,3,3,3,3,nothing,3,3,3,3,1,5,0
10225027232,4.3,1,1,Volleyball,Gold medal,Silver medal ,1,2,1,2,1,1,1,,1,3,4,2,1,1,1,1,1,Larger population ,1,1,1,3,2,11,0
10225027813,9.72,2,2,Gymnastics,Track,Track,2,2,3,2,3,3,5,4,1,2,3,5,3,1,3,3,4,Before the games a good impact with jobs and tourists. After it will be bad to have to cover over budget expenses ,3,2,4,3,2,3,0
10225031386,15.85,2,3,Skating,Gymnastics ,Baseball,2,2,3,2,5,5,5,5,1,2,3,4,3,1,3,2,3,"It will be good short term, LA was one of the only cities to actually make money when they were here in 84, but i think long term it will escalate the housing and homeless crisis to epic proportions. ",3,2,3,4,2,4,0
10225034021,2.22,2,2,Gold,Winning,Fun,3,1,2,3,2,2,2,4,2,3,1,5,2,2,3,2,2,More traffic,2,2,2,2,1,4,0
10225035034,5.47,2,1,Gymnastics,Swimming,Global,2,2,1,2,3,2,1,5,1,3,2,4,3,2,4,5,2,The overcrowded city will become more suffocating than it already is. ,3,2,2,2,1,6,0
10225035697,6.9,2,2,Summer,Winter,WOW ,1,3,4,1,2,3,1,5,2,3,1,4,3,3,3,3,3,X,3,3,3,5,1,8,0
10225037039,5.2,1,1,competition,excellence,challenge,1,2,2,3,5,3,4,5,3,1,4,2,3,1,4,4,4,"Traffic mostly, but it went better than expected in 1984",2,3,3,5,2,11,0
10225038920,4.35,2,2,International,Historical,Michael Phelps,2,2,4,1,1,3,1,5,1,2,4,3,3,1,4,3,3,It will probably be a waste of money and leave a lot of unneeded facilities behind,3,3,4,2,1,11,0
10225047094,4.85,2,1,Exciting,Strength,Competition,1,2,2,2,2,5,5,5,1,2,3,4,3,1,3,4,3,I expect it to improve the economy,3,3,3,4,2,11,0
10225048781,3.8,2,2,Sports,Competition,Worldwide,2,2,1,2,2,2,1,1,2,3,4,5,3,2,3,3,3,N/A,3,3,3,2,1,2,0
10225059859,7.87,2,2,Summer,Winter,MARIO,2,2,5,2,5,5,5,5,1,3,2,4,1,1,3,3,2,The cost can be used to fund other project in the area,3,2,2,2,1,4,0
10225060975,2.53,2,3,Worldwide ,Gold medals ,United States ,3,1,3,2,3,3,3,1,3,2,4,5,3,3,3,3,3,No e,3,3,3,2,1,4,0
10225063655,2.8,1,1,fun,exciting ,competing,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,0
10225069290,5.67,2,3,,,,2,2,4,2,5,5,4,,,,,,,,,,,,,,,,,,0
10225069385,4.73,2,1,Ice skating,Opening,Swimming,1,2,1,3,5,5,5,5,1,2,3,4,4,1,2,2,1,Negative ,2,1,1,5,2,3,0
10225071962,3.03,1,1,Let's,Not ,Watch,1,2,1,2,2,5,4,5,2,1,3,4,2,1,1,1,1,"It will cause a certain amount of chaos, and add to an already-difficult traffic situation.",2,1,1,4,1,10,0
10225076560,16.47,2,4,Usa,Togetherness,Metals,4,2,2,2,5,5,5,5,2,4,1,3,5,1,4,4,5,I think we will face the same problems as the other countries with housing,2,1,2,5,2,3,0
10225082836,16.18,2,1,Events ,Medals,Countries,3,2,4,2,3,4,3,5,2,1,3,4,3,1,3,3,2,I really don't see much of anything positive.  ,3,2,2,5,2,3,0
10225088936,5.2,1,5,Atletas ,Boxeo ,Judo,3,3,1,1,5,5,5,2,3,1,5,4,3,3,,3,2,Grande,5,1,4,2,1,6,0
10225089012,1.37,2,1,I ,,,1,2,1,,1,1,1,,,,,,,,,,,,,,,,,,1
10225092888,0.15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10225094022,3.88,2,2,ice skaing,pole vaulting,gymnastics,1,2,1,2,4,3,5,5,1,2,3,4,3,1,3,3,3,"financial burden, horrible traffic",3,2,2,4,2,5,0
10225108862,5.88,2,2,Swimming ,Gymnastics,Track and field,1,2,5,2,4,5,4,5,1,2,3,4,4,1,1,1,2,It will bankrupt the city. ,3,2,1,4,2,6,0
10225110038,7.8,2,1,Corruption,Poverty,Exploitation,1,1,4,2,4,5,2,4,1,2,3,5,3,1,1,1,2,Chaos before and more poverty after.,3,1,1,4,1,6,0
10225117964,3.05,2,1,Exciting,Challenging,Great experience for the participants,1,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,0
10225120633,10.5,1,1,Global,Competitive ,Sports,1,1,1,2,5,5,4,5,2,3,1,4,3,2,4,3,4,"Truthfully, I have no idea.  I'd like to think it will have a favorable impact but seeing the costs of living in L.A. today, I can only hope things will be resolved before the games.",3,2,3,5,2,5,0
10225122000,4.32,2,4,Basketball,100M Dash,Swimming,1,2,3,2,5,5,3,2,1,3,4,5,3,5,2,2,3,Could potentially run out homeowners.,3,3,1,2,1,2,0
10225130937,7.97,1,5,Sports,International ,Games,4,1,3,2,5,5,3,5,4,3,1,2,3,1,3,3,2,Lots of taxes to its residents ,2,2,2,3,1,4,0
10225148585,9.47,2,4,Winning,Medals,Competition,1,2,3,2,3,4,1,1,4,3,2,5,3,1,5,5,5,A great impact both before and after. This is a huge undertaking.,3,2,3,5,2,3,0
10225149359,3.9,1,1,Boring,Annoying,Disruptive,1,2,1,2,5,5,4,1,2,3,4,5,1,1,2,2,2,Trouble,1,2,1,3,1,4,0
10225153226,12.57,2,1,,,,1,3,1,2,1,1,2,,5,3,,2,3,3,3,0,0,No comment.,3,3,3,4,2,3,0
10225156341,5.15,1,1,Unity,Nationalism,Pride,1,1,4,1,4,4,1,5,2,1,4,3,3,5,3,3,3,Negligible,3,3,2,3,1,5,0
10225157508,4.07,2,3,skiing,snowboarding,ice skating,1,2,3,2,3,5,5,1,2,3,4,5,1,1,1,1,1,My worry is about the smog and poor air quality for the participants.  As well as safety.,3,3,4,4,2,5,0
10225158939,3.13,2,3,polical,outdated,to profesanal,1,2,4,2,,,,,,,,,,,,,,,,,,,,,0
10225165388,4.15,2,1,big ,media,hype,1,2,1,2,1,1,1,5,1,3,2,4,3,1,3,3,3,higgher  rents,3,3,3,5,2,11,0
10225180751,5.57,2,4,Sports,Fun,Yay!,1,3,2,2,2,4,3,5,2,3,1,4,0,1,0,0,0,,,,,,,,0
10225183035,2.45,2,1,Running ,,,1,2,1,2,1,1,1,2,1,3,4,5,1,1,3,3,1,No,1,2,1,2,2,11,0
10225183705,6.33,2,1,patriotism,athletes,country,1,2,3,2,2,4,2,4,2,3,1,5,2,1,3,3,2,"driving up rents, wasting money we don't have for frivolous things like this.",3,2,2,5,2,3,0
10225184830,2.98,1,2,Swiming,Soccer,Track,4,1,4,1,4,3,5,1,2,3,4,5,5,4,5,4,5,Yeap,4,4,4,3,1,3,0
10225188337,12.08,2,3,Athletes,Medals,Sports,2,2,4,2,4,5,2,5,1,3,2,4,3,0,2,2,2,I think Californians will suffer consequences if the Olympics are held here.,2,4,2,2,1,11,0
10225189457,6.03,2,3,Usain Bolt,WINTER,Summer,1,2,4,2,5,5,3,1,2,4,3,5,2,2,2,2,1,"It will make La worst then what it is, by increasing all of the rent and taxes.",2,2,2,2,1,2,0
10225192821,3.55,2,5,do not watch,,,1,2,4,2,3,1,1,,3,2,5,1,3,1,3,3,3,no opinion,3,3,3,5,2,5,0
10225201243,12.33,2,4,Tradition,Competition ,Athletics ,1,2,1,2,5,4,2,5,3,2,1,4,3,3,3,3,3,Dont know,2,1,1,3,1,2,0
10225201679,11.67,2,1,Unifying,Patriotic,Athletes,2,2,1,2,2,3,2,5,3,1,2,4,5,1,1,1,1,It could lead to increased economic growth and opportunities culturally and otherwise ,3,1,4,4,2,5,0
10225203012,4.73,2,1,international,enjoyable,exciting,1,2,1,2,1,2,2,5,4,1,3,2,5,1,5,5,5,"construction, congestion",3,3,3,4,2,7,0
10225210975,15.03,2,4,Figure Skating,Corrupt,Expensive,1,2,3,2,2,3,4,5,2,3,1,4,1,1,2,2,1,Cruelty shown towards homeless people and stray animals.,2,1,1,4,2,2,0
10225211509,4.25,1,1,Superstar,Elite,Athletes,1,2,3,2,4,5,4,1,3,2,4,5,3,1,2,2,1,,3,3,3,4,2,11,0
10225213480,6.98,1,2,Equestrian Driving,Equestrian Eventing,Equestrian Jumping,3,2,5,2,2,4,4,3,2,1,4,5,4,1,4,4,4,,3,3,,,,,0
10225214742,14,2,2,track,swimming,competition,1,2,5,2,5,5,1,5,1,2,3,4,3,2,3,3,3,negatively impact thd taxpayers,3,2,2,2,1,11,0
10225218834,7.78,2,1,Sports,Athletes,Fast,1,2,1,2,5,5,4,5,1,3,2,4,2,1,3,3,3,Very negative. ,3,2,1,5,2,2,0
10225238370,8.52,1,1,Figure Skating,Curling,Sports,1,2,1,1,1,3,1,2,1,3,5,4,3,1,4,2,4,"I think it will bring a lot of taxable dollars into the area, before, during and after.  It will also put a world focus on the area.",3,3,5,4,2,9,0
10225245261,1.88,1,1,Rj,,,1,1,1,1,1,1,1,1,2,3,4,5,1,1,1,,1,G,1,1,1,2,1,1,1
10225251688,7.38,2,1,Phelps,Olympics,Gymnastics,1,2,1,2,5,5,4,5,2,3,1,4,3,1,3,3,3,Dunno,1,1,1,2,2,1,0
10225270143,5.1,2,4,Games ,World,Sports ,1,2,1,1,1,1,1,5,1,2,4,3,3,3,3,3,3,Gotta wait n c,2,3,3,3,1,6,0
10225274753,2.73,1,4,Wrestling,Running,World,3,2,3,2,5,5,4,1,3,2,4,5,1,2,3,3,3,Very negative. Look at Brazil ,1,2,1,3,1,10,0
10225279278,8.5,1,3,Torch,Hockey,Ceremony,5,1,2,3,2,2,2,5,1,3,2,4,5,1,5,5,5,"More youth programs, better infrastructure",3,5,5,3,1,6,0
10225280221,6.17,2,1,Athletics ,Competition ,Medals,1,2,5,2,5,5,1,5,3,1,4,2,1,3,4,2,4,Traffic will get worse. ,2,2,2,5,1,6,0
10225280337,3.3,2,4,Global,Competition,Exciting,2,2,4,2,3,4,4,5,1,2,3,4,3,1,2,1,3,Will strain budgets and cause negative impact on communities ,3,2,1,3,1,10,0
